Temperature,Pressure,Humidity,1.0 std,2.5 std,10 std,1.0 atm,2.5 atm,10 atm,Date,Time
1170,101190,-28937,140,198,218,93,131,145,08/15/24,20:17:27
1165,101188,-28910,140,198,218,93,131,145,08/15/24,20:17:28
1157,101187,-28884,140,198,218,93,131,145,08/15/24,20:17:29
1152,101188,-28896,163,231,253,108,153,169,08/15/24,20:17:30
1150,101189,-28868,163,231,253,108,153,169,08/15/24,20:17:31
1150,101190,-28862,173,245,268,115,163,178,08/15/24,20:17:32
1145,101189,-28829,173,245,268,115,163,178,08/15/24,20:17:33
1140,101191,-28790,183,257,281,122,171,187,08/15/24,20:17:34
1140,101191,-28785,183,257,281,122,171,187,08/15/24,20:17:35
1138,101191,-28779,190,266,291,126,177,193,08/15/24,20:17:36
1137,101188,-28791,190,266,291,126,177,193,08/15/24,20:17:37
1137,101190,-28813,194,274,299,129,183,199,08/15/24,20:17:38
1133,101191,-28809,194,274,299,129,183,199,08/15/24,20:17:39
1123,101189,-28776,199,279,304,132,185,202,08/15/24,20:17:40
1124,101188,-28809,199,279,304,132,185,202,08/15/24,20:17:41
1122,101191,-28782,200,280,305,133,186,203,08/15/24,20:17:42
1115,101189,-28771,200,280,305,133,186,203,08/15/24,20:17:43
1108,101189,-28751,199,279,305,132,185,203,08/15/24,20:17:44
1105,101191,-28751,199,279,305,132,185,203,08/15/24,20:17:45
1104,101191,-28751,198,277,301,131,184,200,08/15/24,20:17:46
1104,101191,-28756,198,277,301,131,184,200,08/15/24,20:17:47
1099,101193,-28746,198,277,301,131,184,200,08/15/24,20:17:48
1095,101190,-28752,193,271,294,129,180,196,08/15/24,20:17:49
1094,101191,-28746,193,271,294,129,180,196,08/15/24,20:17:50
1082,101190,-28715,189,264,287,125,176,191,08/15/24,20:17:51
1071,101191,-28683,189,264,287,125,176,191,08/15/24,20:17:52
1068,101189,-28672,183,254,278,122,169,185,08/15/24,20:17:53
1071,101191,-28683,183,254,278,122,169,185,08/15/24,20:17:54
1069,101189,-28695,176,245,267,117,163,178,08/15/24,20:17:55
1067,101190,-28678,176,245,267,117,163,178,08/15/24,20:17:56
1066,101190,-28690,169,236,258,112,157,171,08/15/24,20:17:57
1062,101190,-28667,169,236,258,112,157,171,08/15/24,20:17:58
1057,101188,-28657,163,226,247,108,150,164,08/15/24,20:17:59
1058,101188,-28657,163,226,247,108,150,164,08/15/24,20:18:00
1057,101189,-28662,157,218,238,104,145,158,08/15/24,20:18:01
1054,101189,-28669,157,218,238,104,145,158,08/15/24,20:18:02
1049,101188,-28641,151,210,230,101,139,152,08/15/24,20:18:03
1043,101189,-28609,151,210,230,101,139,152,08/15/24,20:18:04
1041,101187,-28592,145,202,220,96,133,146,08/15/24,20:18:05
1039,101188,-28575,145,202,220,96,133,146,08/15/24,20:18:06
1038,101190,-28587,145,202,220,96,133,146,08/15/24,20:18:07
1034,101190,-28571,140,194,213,93,129,142,08/15/24,20:18:08
1032,101190,-28594,140,194,213,93,129,142,08/15/24,20:18:09
1029,101188,-28583,136,189,206,90,125,137,08/15/24,20:18:10
1023,101190,-28567,136,189,206,90,125,137,08/15/24,20:18:11
1021,101189,-28573,131,182,200,86,120,133,08/15/24,20:18:12
1018,101190,-28574,131,182,200,86,120,133,08/15/24,20:18:13
1014,101190,-28579,126,176,193,84,117,129,08/15/24,20:18:14
1011,101186,-28569,126,176,193,84,117,129,08/15/24,20:18:15
1006,101189,-28558,123,170,187,82,112,124,08/15/24,20:18:16
1004,101189,-28564,123,170,187,82,112,124,08/15/24,20:18:17
1002,101189,-28554,118,165,180,78,110,119,08/15/24,20:18:18
999,101189,-28560,118,165,180,78,110,119,08/15/24,20:18:19
994,101190,-28543,113,159,175,75,105,116,08/15/24,20:18:20
992,101189,-28549,113,159,175,75,105,116,08/15/24,20:18:21
989,101189,-28567,110,153,169,72,102,112,08/15/24,20:18:22
986,101190,-28568,110,153,169,72,102,112,08/15/24,20:18:23
983,101191,-28562,105,149,163,70,98,108,08/15/24,20:18:24
978,101190,-28552,105,149,163,70,98,108,08/15/24,20:18:25
973,101191,-28530,102,143,157,68,95,104,08/15/24,20:18:26
968,101190,-28486,102,143,157,68,95,104,08/15/24,20:18:27
966,101191,-28470,102,143,157,68,95,104,08/15/24,20:18:28
961,101190,-28430,98,138,151,65,91,101,08/15/24,20:18:29
952,101189,-28404,98,138,151,65,91,101,08/15/24,20:18:30
949,101189,-28382,93,132,145,62,88,96,08/15/24,20:18:31
947,101191,-28376,93,132,145,62,88,96,08/15/24,20:18:32
943,101189,-28378,90,126,139,59,84,92,08/15/24,20:18:33
941,101190,-28372,90,126,139,59,84,92,08/15/24,20:18:34
939,101191,-28367,85,122,133,56,81,91,08/15/24,20:18:35
934,101192,-28339,85,122,133,56,81,91,08/15/24,20:18:36
928,101188,-28306,82,117,128,54,77,89,08/15/24,20:18:37
923,101187,-28285,82,117,128,54,77,89,08/15/24,20:18:38
919,101188,-28275,78,112,123,51,75,88,08/15/24,20:18:39
914,101188,-28241,78,112,123,51,75,88,08/15/24,20:18:40
908,101189,-28220,76,108,117,50,71,85,08/15/24,20:18:41
906,101189,-28220,76,108,117,50,71,85,08/15/24,20:18:42
903,101187,-28232,72,103,113,48,68,84,08/15/24,20:18:43
896,101190,-28166,72,103,113,48,68,84,08/15/24,20:18:44
889,101188,-28116,70,101,109,46,66,82,08/15/24,20:18:45
887,101189,-28128,70,101,109,46,66,82,08/15/24,20:18:46
887,101189,-28156,69,98,106,45,65,81,08/15/24,20:18:47
882,101186,-28145,69,98,106,45,65,81,08/15/24,20:18:48
879,101187,-28140,69,98,106,45,65,81,08/15/24,20:18:49
878,101188,-28129,68,97,105,44,64,81,08/15/24,20:18:50
874,101186,-28130,68,97,105,44,64,81,08/15/24,20:18:51
871,101186,-28124,66,96,105,44,63,81,08/15/24,20:18:52
866,101182,-28137,66,96,105,44,63,81,08/15/24,20:18:53
862,101184,-28127,66,95,105,44,63,81,08/15/24,20:18:54
858,101185,-28121,66,95,105,44,63,81,08/15/24,20:18:55
856,101184,-28122,66,95,105,44,63,81,08/15/24,20:18:56
853,101184,-28100,66,95,105,44,63,81,08/15/24,20:18:57
851,101186,-28078,66,95,105,44,63,81,08/15/24,20:18:58
847,101184,-28044,66,95,105,44,63,81,08/15/24,20:18:59
842,101185,-28029,66,95,105,44,63,81,08/15/24,20:19:00
841,101186,-28023,66,95,105,44,63,81,08/15/24,20:19:01
838,101188,-27989,65,95,105,43,63,81,08/15/24,20:19:02
836,101186,-27979,65,95,105,43,63,81,08/15/24,20:19:03
833,101187,-27963,65,93,105,43,62,81,08/15/24,20:19:04
829,101189,-27947,65,93,105,43,62,81,08/15/24,20:19:05
825,101188,-27890,65,93,105,43,62,81,08/15/24,20:19:06
821,101190,-27857,65,93,105,43,62,81,08/15/24,20:19:07
820,101191,-27824,65,93,105,43,62,81,08/15/24,20:19:08
815,101189,-27779,65,93,105,43,62,81,08/15/24,20:19:09
812,101191,-27752,65,93,105,43,62,81,08/15/24,20:19:10
807,101189,-27714,65,93,105,43,62,81,08/15/24,20:19:11
803,101191,-27686,65,93,105,43,62,81,08/15/24,20:19:12
800,101193,-27665,65,93,105,43,62,81,08/15/24,20:19:13
797,101190,-27665,65,93,105,43,62,81,08/15/24,20:19:14
795,101189,-27637,66,95,108,44,63,82,08/15/24,20:19:15
790,101190,-27627,66,95,108,44,63,82,08/15/24,20:19:16
787,101186,-27616,68,96,109,44,63,82,08/15/24,20:19:17
785,101188,-27577,68,96,109,44,63,82,08/15/24,20:19:18
778,101186,-27544,69,99,112,45,65,83,08/15/24,20:19:19
776,101188,-27545,69,99,112,45,65,83,08/15/24,20:19:20
773,101189,-27545,71,103,116,46,68,84,08/15/24,20:19:21
768,101188,-27501,71,103,116,46,68,84,08/15/24,20:19:22
768,101189,-27478,75,106,120,49,70,86,08/15/24,20:19:23
762,101190,-27429,75,106,120,49,70,86,08/15/24,20:19:24
758,101188,-27384,77,110,124,51,72,88,08/15/24,20:19:25
756,101188,-27374,77,110,124,51,72,88,08/15/24,20:19:26
751,101187,-27347,81,115,129,54,76,89,08/15/24,20:19:27
746,101190,-27325,81,115,129,54,76,89,08/15/24,20:19:28
746,101190,-27359,81,115,129,54,76,89,08/15/24,20:19:29
743,101190,-27375,83,118,132,55,78,90,08/15/24,20:19:30
742,101189,-27365,83,118,132,55,78,90,08/15/24,20:19:31
737,101188,-27354,85,122,137,56,81,92,08/15/24,20:19:32
730,101189,-27334,85,122,137,56,81,92,08/15/24,20:19:33
727,101189,-27334,88,125,140,58,83,93,08/15/24,20:19:34
726,101191,-27339,88,125,140,58,83,93,08/15/24,20:19:35
725,101191,-27345,91,130,146,61,86,97,08/15/24,20:19:36
717,101190,-27330,91,130,146,61,86,97,08/15/24,20:19:37
712,101187,-27319,95,135,151,63,89,101,08/15/24,20:19:38
710,101187,-27326,95,135,151,63,89,101,08/15/24,20:19:39
706,101189,-27320,98,139,157,65,92,104,08/15/24,20:19:40
707,101188,-27326,98,139,157,65,92,104,08/15/24,20:19:41
706,101189,-27337,102,144,163,68,96,108,08/15/24,20:19:42
707,101189,-27337,102,144,163,68,96,108,08/15/24,20:19:43
701,101188,-27321,105,149,169,70,98,112,08/15/24,20:19:44
698,101189,-27327,105,149,169,70,98,112,08/15/24,20:19:45
693,101192,-27317,109,153,175,72,102,116,08/15/24,20:19:46
691,101188,-27311,109,153,175,72,102,116,08/15/24,20:19:47
688,101189,-27290,109,153,175,72,102,116,08/15/24,20:19:48
686,101190,-27285,112,159,180,75,105,119,08/15/24,20:19:49
682,101188,-27240,112,159,180,75,105,119,08/15/24,20:19:50
679,101191,-27224,115,163,185,76,108,123,08/15/24,20:19:51
677,101190,-27218,115,163,185,76,108,123,08/15/24,20:19:52
675,101191,-27219,117,166,189,77,110,125,08/15/24,20:19:53
674,101189,-27213,117,166,189,77,110,125,08/15/24,20:19:54
675,101192,-27196,118,167,191,78,111,126,08/15/24,20:19:55
674,101190,-27202,118,167,191,78,111,126,08/15/24,20:19:56
671,101192,-27157,118,167,190,78,111,126,08/15/24,20:19:57
667,101192,-27124,118,167,190,78,111,126,08/15/24,20:19:58
665,101191,-27108,117,165,187,77,110,124,08/15/24,20:19:59
666,101191,-27114,117,165,187,77,110,124,08/15/24,20:20:00
661,101190,-27087,115,160,183,76,106,122,08/15/24,20:20:01
655,101191,-27054,115,160,183,76,106,122,08/15/24,20:20:02
654,101189,-27042,111,156,177,73,103,117,08/15/24,20:20:03
652,101190,-27054,111,156,177,73,103,117,08/15/24,20:20:04
650,101191,-27026,108,151,170,71,101,112,08/15/24,20:20:05
641,101189,-26994,108,151,170,71,101,112,08/15/24,20:20:06
636,101191,-26956,103,144,163,68,96,108,08/15/24,20:20:07
632,101188,-26945,103,144,163,68,96,108,08/15/24,20:20:08
630,101189,-26946,103,144,163,68,96,108,08/15/24,20:20:09
630,101188,-26952,98,137,155,65,91,103,08/15/24,20:20:10
630,101190,-26963,98,137,155,65,91,103,08/15/24,20:20:11
629,101191,-26957,92,131,146,61,86,97,08/15/24,20:20:12
629,101191,-26974,92,131,146,61,86,97,08/15/24,20:20:13
626,101192,-26963,88,124,139,58,82,92,08/15/24,20:20:14
624,101191,-26957,88,124,139,58,82,92,08/15/24,20:20:15
619,101193,-26937,84,118,132,56,78,90,08/15/24,20:20:16
617,101194,-26931,84,118,132,56,78,90,08/15/24,20:20:17
615,101191,-26925,79,112,126,52,75,89,08/15/24,20:20:18
612,101193,-26909,79,112,126,52,75,89,08/15/24,20:20:19
610,101193,-26916,76,108,122,50,71,86,08/15/24,20:20:20
607,101193,-26899,76,108,122,50,71,86,08/15/24,20:20:21
606,101192,-26911,73,104,116,49,69,84,08/15/24,20:20:22
602,101192,-26900,73,104,116,49,69,84,08/15/24,20:20:23
599,101193,-26895,70,101,112,46,66,83,08/15/24,20:20:24
596,101191,-26868,70,101,112,46,66,83,08/15/24,20:20:25
590,101194,-26829,68,97,108,44,64,82,08/15/24,20:20:26
583,101192,-26824,68,97,108,44,64,82,08/15/24,20:20:27
583,101192,-26836,68,97,108,44,64,82,08/15/24,20:20:28
583,101194,-26847,65,93,104,43,62,79,08/15/24,20:20:29
581,101195,-26852,65,93,104,43,62,79,08/15/24,20:20:30
576,101193,-26860,63,91,102,42,61,78,08/15/24,20:20:31
572,101194,-26855,63,91,102,42,61,78,08/15/24,20:20:32
570,101194,-26844,62,89,98,41,61,77,08/15/24,20:20:33
567,101189,-26827,62,89,98,41,61,77,08/15/24,20:20:34
565,101190,-26800,61,86,97,41,59,77,08/15/24,20:20:35
561,101190,-26778,61,86,97,41,59,77,08/15/24,20:20:36
560,101191,-26778,59,85,95,39,59,76,08/15/24,20:20:37
560,101191,-26767,59,85,95,39,59,76,08/15/24,20:20:38
556,101190,-26706,58,84,92,39,58,75,08/15/24,20:20:39
550,101192,-26645,58,84,92,39,58,75,08/15/24,20:20:40
547,101191,-26634,58,83,91,39,58,73,08/15/24,20:20:41
546,101191,-26623,58,83,91,39,58,73,08/15/24,20:20:42
545,101192,-26617,57,82,90,39,58,73,08/15/24,20:20:43
544,101193,-26612,57,82,90,39,58,73,08/15/24,20:20:44
541,101194,-26596,56,81,89,38,57,72,08/15/24,20:20:45
539,101192,-26591,56,81,89,38,57,72,08/15/24,20:20:46
535,101193,-26574,56,79,88,38,57,72,08/15/24,20:20:47
532,101194,-26541,56,79,88,38,57,72,08/15/24,20:20:48
530,101195,-26559,56,79,88,38,57,72,08/15/24,20:20:49
527,101192,-26553,55,79,86,38,57,72,08/15/24,20:20:50
525,101194,-26520,55,79,86,38,57,72,08/15/24,20:20:51
521,101196,-26493,55,78,85,38,56,71,08/15/24,20:20:52
517,101194,-26493,55,78,85,38,56,71,08/15/24,20:20:53
514,101196,-26493,54,77,84,38,56,71,08/15/24,20:20:54
512,101197,-26511,54,77,84,38,56,71,08/15/24,20:20:55
509,101195,-26506,52,76,82,37,56,70,08/15/24,20:20:56
505,101195,-26513,52,76,82,37,56,70,08/15/24,20:20:57
504,101197,-26496,50,73,81,36,55,69,08/15/24,20:20:58
501,101198,-26468,50,73,81,36,55,69,08/15/24,20:20:59
496,101193,-26436,49,71,78,36,54,68,08/15/24,20:21:00
491,101196,-26402,49,71,78,36,54,68,08/15/24,20:21:01
490,101194,-26409,48,69,76,36,52,66,08/15/24,20:21:02
490,101192,-26414,48,69,76,36,52,66,08/15/24,20:21:03
489,101193,-26420,45,66,72,35,51,64,08/15/24,20:21:04
485,101194,-26437,45,66,72,35,51,64,08/15/24,20:21:05
482,101195,-26443,44,64,70,34,51,63,08/15/24,20:21:06
480,101194,-26438,44,64,70,34,51,63,08/15/24,20:21:07
477,101195,-26427,44,64,70,34,51,63,08/15/24,20:21:08
475,101195,-26411,43,62,69,34,50,62,08/15/24,20:21:09
472,101196,-26384,43,62,69,34,50,62,08/15/24,20:21:10
466,101194,-26340,42,61,68,32,49,62,08/15/24,20:21:11
463,101195,-26312,42,61,68,32,49,62,08/15/24,20:21:12
461,101193,-26296,41,58,65,32,48,61,08/15/24,20:21:13
458,101194,-26268,41,58,65,32,48,61,08/15/24,20:21:14
454,101195,-26257,39,57,64,32,48,59,08/15/24,20:21:15
453,101197,-26264,39,57,64,32,48,59,08/15/24,20:21:16
449,101195,-26264,39,56,63,32,46,58,08/15/24,20:21:17
446,101195,-26265,39,56,63,32,46,58,08/15/24,20:21:18
445,101195,-26265,38,55,62,31,46,58,08/15/24,20:21:19
444,101195,-26259,38,55,62,31,46,58,08/15/24,20:21:20
444,101196,-26242,37,54,61,31,45,57,08/15/24,20:21:21
441,101193,-26243,37,54,61,31,45,57,08/15/24,20:21:22
439,101195,-26261,36,52,59,30,45,57,08/15/24,20:21:23
436,101196,-26249,36,52,59,30,45,57,08/15/24,20:21:24
436,101197,-26255,36,51,58,30,44,56,08/15/24,20:21:25
435,101198,-26261,36,51,58,30,44,56,08/15/24,20:21:26
433,101194,-26256,35,50,57,30,44,55,08/15/24,20:21:27
430,101196,-26257,35,50,57,30,44,55,08/15/24,20:21:28
428,101197,-26245,35,50,57,30,44,55,08/15/24,20:21:29
424,101198,-26217,35,49,56,30,43,55,08/15/24,20:21:30
423,101192,-26224,35,49,56,30,43,55,08/15/24,20:21:31
423,101193,-26218,34,49,55,29,43,54,08/15/24,20:21:32
421,101193,-26207,34,49,55,29,43,54,08/15/24,20:21:33
420,101194,-26173,32,48,52,28,42,52,08/15/24,20:21:34
416,101195,-26152,32,48,52,28,42,52,08/15/24,20:21:35
415,101195,-26152,32,46,51,28,42,51,08/15/24,20:21:36
411,101193,-26136,32,46,51,28,42,51,08/15/24,20:21:37
408,101195,-26109,31,45,50,28,41,50,08/15/24,20:21:38
406,101195,-26064,31,45,50,28,41,50,08/15/24,20:21:39
404,101195,-26042,31,44,49,28,41,49,08/15/24,20:21:40
400,101194,-26003,31,44,49,28,41,49,08/15/24,20:21:41
400,101195,-26008,30,43,48,27,39,48,08/15/24,20:21:42
398,101195,-25998,30,43,48,27,39,48,08/15/24,20:21:43
395,101197,-25965,30,43,46,27,39,46,08/15/24,20:21:44
393,101194,-25960,30,43,46,27,39,46,08/15/24,20:21:45
389,101195,-25932,29,42,45,27,38,45,08/15/24,20:21:46
384,101194,-25905,29,42,45,27,38,45,08/15/24,20:21:47
383,101194,-25900,29,42,45,27,38,45,08/15/24,20:21:48
383,101194,-25894,28,41,44,25,38,44,08/15/24,20:21:49
383,101194,-25900,28,41,44,25,38,44,08/15/24,20:21:50
381,101195,-25939,28,41,44,25,38,44,08/15/24,20:21:51
380,101195,-25933,28,41,44,25,38,44,08/15/24,20:21:52
375,101196,-25918,27,39,43,25,37,43,08/15/24,20:21:53
371,101194,-25919,27,39,43,25,37,43,08/15/24,20:21:54
370,101195,-25925,25,38,42,24,37,42,08/15/24,20:21:55
370,101196,-25941,25,38,42,24,37,42,08/15/24,20:21:56
370,101196,-25947,24,37,41,23,36,41,08/15/24,20:21:57
366,101196,-25953,24,37,41,23,36,41,08/15/24,20:21:58
365,101194,-25953,23,36,39,23,35,39,08/15/24,20:21:59
363,101195,-25960,23,36,39,23,35,39,08/15/24,20:22:00
360,101196,-25949,22,35,38,22,35,38,08/15/24,20:22:01
359,101195,-25937,22,35,38,22,35,38,08/15/24,20:22:02
358,101195,-25926,21,34,37,21,34,37,08/15/24,20:22:03
355,101194,-25933,21,34,37,21,34,37,08/15/24,20:22:04
349,101196,-25849,19,31,36,19,31,36,08/15/24,20:22:05
346,101197,-25839,19,31,36,19,31,36,08/15/24,20:22:06
344,101193,-25800,18,30,34,18,30,34,08/15/24,20:22:07
343,101194,-25789,18,30,34,18,30,34,08/15/24,20:22:08
340,101195,-25789,18,30,34,18,30,34,08/15/24,20:22:09
340,101194,-25812,17,28,31,17,28,31,08/15/24,20:22:10
338,101195,-25818,17,28,31,17,28,31,08/15/24,20:22:11
334,101193,-25813,16,25,30,16,25,30,08/15/24,20:22:12
330,101193,-25780,16,25,30,16,25,30,08/15/24,20:22:13
328,101195,-25769,15,24,28,15,24,28,08/15/24,20:22:14
324,101194,-25753,15,24,28,15,24,28,08/15/24,20:22:15
323,101193,-25742,14,22,25,14,22,25,08/15/24,20:22:16
320,101194,-25731,14,22,25,14,22,25,08/15/24,20:22:17
318,101195,-25721,12,21,24,12,21,24,08/15/24,20:22:18
316,101194,-25716,12,21,24,12,21,24,08/15/24,20:22:19
313,101195,-25705,11,19,22,11,19,22,08/15/24,20:22:20
313,101196,-25705,11,19,22,11,19,22,08/15/24,20:22:21
310,101195,-25705,10,17,21,10,17,21,08/15/24,20:22:22
308,101196,-25734,10,17,21,10,17,21,08/15/24,20:22:23
303,101195,-25740,9,17,19,9,17,19,08/15/24,20:22:24
299,101196,-25752,9,17,19,9,17,19,08/15/24,20:22:25
299,101197,-25758,9,16,18,9,16,18,08/15/24,20:22:26
298,101193,-25763,9,16,18,9,16,18,08/15/24,20:22:27
298,101195,-25774,9,16,18,9,16,18,08/15/24,20:22:28
294,101195,-25775,9,16,18,9,16,18,08/15/24,20:22:29
292,101196,-25759,9,16,18,9,16,18,08/15/24,20:22:30
289,101196,-25748,8,16,18,8,16,18,08/15/24,20:22:31
285,101196,-25715,8,16,18,8,16,18,08/15/24,20:22:32
283,101197,-25699,8,16,18,8,16,18,08/15/24,20:22:33
282,101199,-25688,8,16,18,8,16,18,08/15/24,20:22:34
280,101198,-25699,8,16,18,8,16,18,08/15/24,20:22:35
279,101198,-25711,8,16,18,8,16,18,08/15/24,20:22:36
278,101193,-25711,8,17,18,8,17,18,08/15/24,20:22:37
275,101194,-25700,8,17,18,8,17,18,08/15/24,20:22:38
273,101195,-25701,8,17,18,8,17,18,08/15/24,20:22:39
274,101195,-25700,8,17,18,8,17,18,08/15/24,20:22:40
271,101197,-25684,8,17,18,8,17,18,08/15/24,20:22:41
269,101197,-25667,8,17,18,8,17,18,08/15/24,20:22:42
266,101194,-25679,8,17,18,8,17,18,08/15/24,20:22:43
263,101195,-25675,8,17,18,8,17,18,08/15/24,20:22:44
260,101196,-25652,7,17,18,7,17,18,08/15/24,20:22:45
258,101193,-25635,7,17,18,7,17,18,08/15/24,20:22:46
254,101195,-25636,7,17,18,7,17,18,08/15/24,20:22:47
249,101194,-25644,7,17,18,7,17,18,08/15/24,20:22:48
246,101194,-25655,7,17,18,7,17,18,08/15/24,20:22:49
245,101194,-25660,5,16,17,5,16,17,08/15/24,20:22:50
244,101195,-25666,5,16,17,5,16,17,08/15/24,20:22:51
242,101195,-25667,5,16,17,5,16,17,08/15/24,20:22:52
242,101194,-25689,5,16,17,5,16,17,08/15/24,20:22:53
242,101195,-25701,4,15,16,4,15,16,08/15/24,20:22:54
237,101193,-25696,4,15,16,4,15,16,08/15/24,20:22:55
234,101195,-25701,3,14,15,3,14,15,08/15/24,20:22:56
233,101195,-25719,3,14,15,3,14,15,08/15/24,20:22:57
231,101195,-25719,3,12,14,3,12,14,08/15/24,20:22:58
229,101192,-25720,3,12,14,3,12,14,08/15/24,20:22:59
226,101192,-25714,2,11,12,2,11,12,08/15/24,20:23:00
224,101193,-25720,2,11,12,2,11,12,08/15/24,20:23:01
221,101194,-25726,2,11,11,2,11,11,08/15/24,20:23:02
219,101192,-25733,2,11,11,2,11,11,08/15/24,20:23:03
219,101193,-25744,1,10,11,1,10,11,08/15/24,20:23:04
218,101193,-25749,1,10,11,1,10,11,08/15/24,20:23:05
217,101193,-25756,1,9,10,1,9,10,08/15/24,20:23:06
214,101195,-25733,1,9,10,1,9,10,08/15/24,20:23:07
212,101195,-25728,1,9,10,1,9,10,08/15/24,20:23:08
210,101192,-25739,1,9,9,1,9,9,08/15/24,20:23:09
209,101192,-25746,1,9,9,1,9,9,08/15/24,20:23:10
209,101193,-25774,1,8,9,1,8,9,08/15/24,20:23:11
209,101194,-25774,1,8,9,1,8,9,08/15/24,20:23:12
208,101194,-25790,1,8,8,1,8,8,08/15/24,20:23:13
203,101195,-25780,1,8,8,1,8,8,08/15/24,20:23:14
199,101192,-25764,1,7,8,1,7,8,08/15/24,20:23:15
200,101193,-25763,1,7,8,1,7,8,08/15/24,20:23:16
